"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Offence Group","C02199V02655","Sex","UNIT","VALUE"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","10","Controlled Drug Offences","2","Female","%","10"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","1","Male","%","92"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","11","Weapons and Explosives Offences","2","Female","%","8"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","1","Male","%","88"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","12","Damage to Property and to the Environment","2","Female","%","12"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","1","Male","%","83"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","13","Public Order and other Social Code Offences","2","Female","%","17"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","-","Both sexes","%","100"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","1","Male","%","84"
"RCD08C02","Percentage of recorded crime suspected offenders","2023","2023","15","Offences against Government, Justice Procedures and Organisation of Crime","2","Female","%","16"
